SPY,Open,High,Low,Close,Volume
2024-04-25,499.18,504.27,497.49,503.49,69076388.0
2024-04-26,506.35,509.88,505.7,508.26,63300432.0
2024-04-29,510.09,510.75,507.25,510.06,44833100.0
2024-04-30,508.56,509.56,501.98,501.98,76578307.0
2024-05-01,501.38,508.19,499.865,500.35,80203062.0
2024-05-02,504.15,505.89,499.55,505.03,62276093.0
2024-05-03,511.16,512.55,508.56,511.29,71890647.0
2024-05-06,513.75,516.61,513.3,516.57,47236717.0
2024-05-07,517.56,518.57,516.45,517.14,50977654.0
2024-05-08,515.26,517.74,515.14,517.19,42012599.0
2024-05-09,517.38,520.2074,516.705,520.17,43583253.0
2024-05-10,521.81,522.635,519.59,520.84,52201942.0
2024-05-13,522.56,522.67,519.74,520.91,36692999.0
2024-05-14,521.11,523.83,520.56,523.3,57521901.0
2024-05-15,525.83,530.08,525.18,529.78,59427333.0
2024-05-16,529.88,531.5218,528.54,528.69,50203330.0
2024-05-17,528.81,529.52,527.32,529.45,59151072.0
2024-05-20,529.57,531.5601,529.17,530.06,37711090.0
2024-05-21,529.28,531.52,529.07,531.36,33382000.0
2024-05-22,530.65,531.38,527.6,529.83,47734744.0
2024-05-23,532.96,533.07,524.72,525.96,56651841.0
2024-05-24,527.85,530.27,526.881,529.44,41239368.0
2024-05-28,530.27,530.51,527.11,529.81,36263860.0
2024-05-29,525.68,527.31,525.37,526.1,44751381.0
2024-05-30,524.52,525.2,521.33,522.61,45453300.0
2024-05-31,523.59,527.5,518.36,527.37,90193041.0
2024-06-03,529.02,529.31,522.6,527.8,46822158.0
2024-06-04,526.46,529.15,524.96,528.39,33998893.0
2024-06-05,530.77,534.69,528.7254,534.67,47512476.0
2024-06-06,534.98,535.42,532.68,534.66,30346423.0
2024-06-07,533.66,536.89,532.535,534.01,43131322.0
2024-06-10,533.18,535.99,532.57,535.66,35296725.0
2024-06-11,534.07,537.01,532.05,536.95,35439089.0
2024-06-12,541.63,544.12,540.3,541.36,62925319.0
2024-06-13,543.15,543.325,539.59,542.45,44408457.0
2024-06-14,540.88,542.81,539.85,542.78,39506074.0
2024-06-17,542.08,548.53,541.6072,547.1,55644455.0
2024-06-18,547.16,548.62,546.73,548.49,41040714.0
2024-06-20,549.44,550.12,545.18,547.0,70302302.0
2024-06-21,544.4,545.65,543.02,544.51,62463451.0
2024-06-24,544.33,546.95,542.62,542.74,45142961.0
2024-06-25,543.99,545.2,542.44,544.83,38253579.0
2024-06-26,543.69,546.24,543.03,545.51,38408871.0
2024-06-27,545.37,546.96,544.61,546.37,34948595.0
2024-06-28,547.16,550.28,542.95,544.22,74580583.0
2024-07-01,545.63,545.88,542.52,545.34,39768188.0
2024-07-02,543.7,549.01,543.65,549.01,40387980.0
2024-07-03,548.69,551.83,548.65,551.46,32745296.0
2024-07-05,551.77,555.05,551.12,554.64,40482332.0
2024-07-08,555.44,556.2501,554.19,555.28,35042786.0
2024-07-09,556.26,557.18,555.52,555.82,27267633.0
2024-07-10,557.07,561.67,556.77,561.32,38356194.0
2024-07-11,561.44,562.33,555.83,556.48,52706585.0
2024-07-12,557.63,563.67,557.15,559.99,52036648.0
2024-07-15,562.03,564.8371,559.63,561.53,39747529.0
2024-07-16,562.865,565.16,562.1,564.86,36395318.0
2024-07-17,558.8,560.51,556.61,556.94,56363332.0
2024-07-18,558.51,559.52,550.43,552.66,56212063.0
2024-07-19,552.42,554.08,547.91,548.99,64684164.0
2024-07-22,553.0,555.27,551.02,554.65,43079133.0
2024-07-23,554.54,556.735,553.275,553.78,34305474.0
2024-07-24,548.86,549.17,540.29,541.23,74471646.0
2024-07-25,541.35,547.455,537.45,538.41,61109252.0
2024-07-26,542.28,547.19,541.49,544.44,53395294.0
2024-07-29,546.02,547.05,542.72,544.76,38782837.0
2024-07-30,546.26,547.34,538.515,542.0,46698790.0
2024-07-31,548.98,553.5,547.5799,550.81,65493213.0
2024-08-01,552.57,554.8688,539.43,543.01,75433227.0
2024-08-02,535.75,536.99,528.6,532.9,82782352.0
2024-08-05,511.64,523.58,510.27,517.38,146018265.0
2024-08-06,519.22,529.75,517.87,522.15,84436699.0
2024-08-07,528.47,531.59,518.0519,518.66,70486085.0
2024-08-08,523.91,531.29,521.84,530.65,63269260.0
2024-08-09,529.81,534.51,528.56,532.99,45425963.0
2024-08-12,534.21,535.73,530.95,533.27,42533175.0
2024-08-13,536.53,542.28,536.28,542.04,50110167.0
2024-08-14,542.85,544.96,540.12,543.75,42362522.0
2024-08-15,549.5,553.36,548.88,553.07,60762738.0
2024-08-16,551.42,555.02,551.26,554.31,44368969.0
2024-08-19,554.73,559.61,553.86,559.61,38648958.0
2024-08-20,559.15,560.84,557.325,558.7,33693989.0
2024-08-21,559.77,562.11,557.99,560.62,41486103.0
2024-08-22,562.56,563.18,554.98,556.22,55852753.0
2024-08-23,559.53,563.09,557.29,562.13,49663754.0
2024-08-26,563.18,563.91,559.05,560.79,35144494.0
2024-08-27,559.49,562.06,558.32,561.56,32029663.0
2024-08-28,561.21,561.65,555.04,558.3,40558700.0
2024-08-29,560.31,563.68,557.18,558.35,38658614.0
2024-08-30,560.77,564.2,557.14,563.68,61635914.0
2024-09-03,560.47,560.81,549.51,552.08,60572158.0
2024-09-04,550.2,554.43,549.46,550.95,47187878.0
2024-09-05,550.89,553.7995,547.1,549.61,44221714.0
2024-09-06,549.94,551.6,539.44,540.36,68474879.0
2024-09-09,544.65,547.71,542.68,546.41,40320265.0
2024-09-10,548.36,549.15,543.38,548.79,36362274.0
2024-09-11,548.7,555.36,539.96,554.42,75188663.0
2024-09-12,555.01,559.4,552.74,559.09,51859135.0
2024-09-13,559.71,563.03,559.45,562.01,39302797.0
2024-09-16,561.74,563.11,559.9,562.84,36162873.0
2024-09-17,565.1,566.58,560.795,563.07,49174813.0
2024-09-18,563.74,568.69,560.83,561.4,59038884.0
2024-09-19,571.01,572.88,568.08,570.98,74787929.0
2024-09-20,567.84,569.31,565.17,568.25,76511430.0
2024-09-23,569.34,570.3325,568.1,569.67,43858373.0
2024-09-24,570.48,571.36,567.6,571.3,46489998.0
2024-09-25,571.14,571.89,568.91,570.04,38202261.0
2024-09-26,574.38,574.71,569.9,572.3,48272986.0
2024-09-27,573.39,574.22,570.42,571.47,41979765.0
2024-09-30,570.42,574.38,568.08,573.76,62335196.0
2024-10-01,573.4,574.0622,566.0,568.62,72618145.0
2024-10-02,567.71,569.9,565.27,568.86,36954096.0
2024-10-03,567.36,569.8025,565.49,567.82,40222890.0
2024-10-04,572.35,573.36,568.1,572.98,42988748.0
2024-10-07,571.3,571.9599,566.63,567.8,49940658.0
2024-10-08,570.42,573.78,569.5299,573.17,37343183.0
2024-10-09,573.16,577.71,572.55,577.14,37878456.0
2024-10-10,575.77,577.58,574.49,576.13,44020938.0
2024-10-11,576.05,580.33,575.91,579.58,42223198.0
2024-10-14,581.22,585.27,580.73,584.32,36194866.0
2024-10-15,584.59,584.9,578.545,579.78,54177417.0
2024-10-16,579.78,582.83,578.96,582.3,30710995.0
2024-10-17,585.91,586.12,582.16,582.35,34342753.0
2024-10-18,584.07,585.39,582.58,584.59,37412809.0
2024-10-21,583.85,584.85,580.6001,583.63,35957860.0
2024-10-22,581.05,584.5,580.38,583.32,34146549.0
2024-10-23,581.26,581.7086,574.415,577.99,49278112.0
2024-10-24,579.98,580.06,576.57,579.24,34897444.0
2024-10-25,581.51,584.46,578.08,579.04,46940935.0
2024-10-28,582.58,582.71,580.52,580.83,29654704.0
2024-10-29,579.85,582.907,578.43,581.77,41940377.0
2024-10-30,581.29,583.32,579.29,580.01,40574283.0
2024-10-31,575.56,575.63,568.44,568.64,59909578.0
2024-11-01,571.32,575.55,570.62,571.04,44828457.0
2024-11-04,571.18,572.5,567.89,569.81,34968183.0
2024-11-05,570.74,576.74,570.52,576.7,39143366.0
2024-11-06,589.2,591.93,585.39,591.04,66899640.0
2024-11-07,593.08,596.65,592.9999,595.61,46301414.0
2024-11-08,596.17,599.64,596.165,598.19,46013576.0
2024-11-11,599.81,600.17,597.0,598.76,37384211.0
2024-11-12,598.68,599.29,594.37,596.9,42815840.0
2024-11-13,597.37,599.23,594.96,597.19,46771835.0
2024-11-14,597.32,597.81,592.65,593.35,38689477.0
2024-11-15,589.72,590.2,583.86,585.75,75902951.0
2024-11-18,586.22,589.49,585.34,588.15,35732550.0
2024-11-19,584.71,591.045,584.03,590.3,48048527.0
2024-11-20,590.38,590.79,584.63,590.5,49168339.0
2024-11-21,593.4,595.12,587.45,593.67,46716101.0
2024-11-22,593.66,596.15,593.1525,595.51,38137895.0
2024-11-25,599.52,600.86,595.2,597.53,42365646.0
2024-11-26,598.8,601.33,598.07,600.65,45037222.0
2024-11-27,600.46,600.85,597.28,598.83,33830457.0
2024-11-29,599.66,603.35,599.3805,602.55,29846717.0
2024-12-02,602.97,604.32,602.47,603.63,31012758.0
2024-12-03,603.39,604.16,602.341,603.91,26685817.0
2024-12-04,605.63,607.91,604.95,607.66,41320349.0
2024-12-05,607.66,608.48,606.305,606.66,28612464.0
2024-12-06,607.44,609.07,607.02,607.81,30317162.0
2024-12-09,607.69,607.86,604.08,604.68,34005574.0
2024-12-10,605.37,605.8,602.13,602.8,36796272.0
2024-12-11,605.78,608.435,605.5,607.46,28008357.0
2024-12-12,606.58,607.16,604.33,604.33,31267689.0
2024-12-13,606.4,607.13,602.81,604.21,34771316.0
2024-12-16,606.0,607.7795,605.21,606.79,41912384.0
2024-12-17,604.19,605.17,602.885,604.29,52938951.0
2024-12-18,603.98,606.405,585.89,586.28,103804119.0
2024-12-19,591.36,593.0,585.85,586.1,84416222.0
2024-12-20,581.77,595.75,580.91,591.15,125000829.0
2024-12-23,590.89,595.3,587.661,594.69,54229252.0
2024-12-24,596.06,601.34,595.47,601.3,31786391.0
2024-12-26,599.5,602.48,598.0825,601.34,41005317.0
2024-12-27,597.54,597.7761,590.7647,595.01,64126858.0
2024-12-30,587.89,591.74,584.41,588.22,55987123.0
2024-12-31,589.905,590.6399,584.42,586.08,56676490.0
2025-01-02,589.39,591.13,580.5,584.64,49863281.0
2025-01-03,587.53,592.6,586.43,591.95,37596737.0
2025-01-06,596.27,599.7,593.6,595.36,46234325.0
2025-01-07,597.42,597.75,586.78,588.63,59144039.0
2025-01-08,588.7,590.5799,585.195,589.49,46467822.0
2025-01-10,585.88,585.95,578.55,580.49,72266996.0
2025-01-13,575.77,581.75,575.35,581.39,47467366.0
2025-01-14,584.36,585.0,578.35,582.19,48261029.0
2025-01-15,590.325,593.94,589.195,592.78,56053984.0
2025-01-16,594.175,594.35,590.93,591.64,43106931.0
2025-01-17,596.96,599.36,595.61,597.58,54136167.0
2025-01-21,600.67,603.06,598.67,603.05,40466483.0
2025-01-22,605.92,607.82,605.36,606.44,46983541.0
2025-01-23,605.8,609.75,605.52,609.75,39611353.0
2025-01-24,609.81,610.78,606.8,607.97,34354188.0
2025-01-27,594.81,599.69,594.64,599.37,68808366.0
2025-01-28,600.62,605.37,597.25,604.52,43219969.0
2025-01-29,603.72,604.13,599.22,601.81,36977113.0
2025-01-30,603.96,606.6,600.715,605.04,38894942.0
2025-01-31,607.5,609.96,601.05,601.82,66168550.0
2025-02-03,592.67,600.29,590.49,597.77,65560583.0
2025-02-04,597.83,602.3,597.28,601.78,33235104.0
2025-02-05,600.64,604.37,598.58,604.22,30564894.0
2025-02-06,605.99,606.4525,602.63,606.32,35672999.0
2025-02-07,606.89,608.13,600.05,600.77,50375800.0
2025-02-10,604.03,605.4999,602.74,604.85,25980716.0
2025-02-11,602.55,605.86,602.43,605.31,29874964.0
2025-02-12,599.2,604.55,598.51,603.36,44975771.0
2025-02-13,604.48,609.94,603.2,609.73,40050989.0
2025-02-14,609.94,610.99,609.07,609.7,26606823.0
2025-02-18,610.88,611.49,608.38,611.49,26553596.0
2025-02-19,610.08,613.23,609.56,612.93,29835532.0
2025-02-20,611.54,611.684,607.02,610.38,36204555.0
2025-02-21,610.16,610.3,599.47,599.94,76034859.0
2025-02-24,602.02,603.03,596.49,597.21,50107369.0
2025-02-25,597.15,597.89,589.56,594.24,56225678.0
2025-02-26,595.93,599.58,591.8556,594.54,43274377.0
2025-02-27,596.85,598.02,584.65,585.05,73719886.0
2025-02-28,585.56,594.72,582.44,594.18,88474500.0
